hora,dia_semana,es_fin_semana,es_hora_pico,zona_origen,zona_destino,num_estaciones,num_transbordos,duracion_min,ocupacion_tren,clima
8,2,0,1,3,1,6,1,21.5,95.9,2
8,2,0,1,1,3,3,1,16.0,78.3,1
10,3,0,0,0,4,16,0,9.7,27.2,0
12,0,0,0,3,1,4,0,8.6,38.3,0
12,5,1,0,0,1,1,0,12.6,24.2,0
13,4,0,0,4,4,1,0,5,23.4,0
18,2,0,1,2,1,8,0,10.4,74.8,1
17,3,0,1,3,1,11,1,12.7,100,0
7,1,0,1,0,1,5,0,8.4,72.8,1
13,1,0,0,0,4,11,0,16.7,19.0,0
14,6,1,0,4,4,1,0,5,45.4,0
8,2,0,1,2,1,12,0,11.8,87.1,1
11,2,0,0,1,4,10,0,14.9,17.2,0
7,0,0,1,0,1,1,0,8.4,70.3,2
7,3,0,1,1,0,6,0,5,88.0,0
13,2,0,0,4,4,1,0,5,42.0,2
18,0,0,1,3,1,6,1,14.1,78.1,1
17,1,0,1,3,1,5,1,5,87.1,2
9,5,1,0,2,4,15,1,30.0,65.8,2
12,6,1,0,2,1,10,0,19.1,19.6,2
16,5,1,0,4,0,14,1,16.6,38.8,2
11,6,1,0,4,3,16,1,29.1,44.7,0
12,0,0,0,0,1,7,0,3,70.5,0
16,6,1,0,4,2,18,1,32.2,40.6,0
6,1,0,0,0,1,5,0,9.2,52.7,0
18,1,0,1,1,3,2,1,9.3,86.4,0
7,1,0,1,1,3,4,1,5.1,77.2,1
9,3,0,0,4,1,13,0,13.6,13.2,1
7,1,0,1,0,1,5,0,4.7,43.0,1
17,2,0,1,3,1,3,1,17.3,91.3,1
12,3,0,0,0,1,4,0,9.2,67.2,0
18,5,1,0,3,1,2,1,3,66.3,1
16,6,1,0,2,4,12,1,33.9,47.8,0
6,2,0,0,2,1,8,0,10.0,60.5,0
17,2,0,1,0,1,5,0,6.7,78.4,1
18,0,0,1,0,1,4,0,6.5,76.9,1
11,4,0,0,0,1,5,0,9.0,71.5,0
9,2,0,1,3,1,9,1,17.6,83.7,1
15,5,1,0,3,1,2,1,14.5,36.8,0
9,5,1,0,4,0,13,0,10.7,25.1,1
14,5,1,0,1,0,5,0,14.9,54.0,0
17,0,0,1,1,0,3,0,5,72.3,0
19,5,1,0,4,0,12,1,28.0,20.4,1
12,6,1,0,4,2,20,1,36.0,63.9,0
16,6,1,0,4,4,2,0,5,33.0,0
7,1,0,1,2,1,7,0,17.5,93.0,2
18,1,0,1,1,0,6,0,9.2,80.1,1
14,2,0,0,4,4,2,0,5,50.4,0
14,5,1,0,0,4,10,1,26.9,58.0,1
11,1,0,0,4,4,1,0,5,9.9,1
19,5,1,0,3,4,14,1,21.6,42.9,1
18,1,0,1,1,2,8,0,17.9,87.5,0
9,4,0,1,0,1,5,0,7.6,63.8,0
15,5,1,0,4,4,1,0,6.5,46.1,1
14,5,1,0,2,4,20,1,28.0,30.9,1
18,1,0,1,1,2,7,0,12.7,94.3,0
9,4,0,1,1,0,6,0,5,82.9,0
10,5,1,0,4,0,9,1,20.9,72.4,2
7,3,0,1,2,1,8,0,18.3,57.0,0
18,0,0,1,0,1,6,0,5,84.8,1
10,5,1,0,4,0,12,0,11.0,29.7,0
13,5,1,0,0,4,10,1,18.4,37.9,2
13,6,1,0,0,4,9,0,15.6,38.1,0
6,0,0,0,0,1,2,0,9.4,72.9,0
8,4,0,1,0,1,2,0,12.8,80.3,2
8,1,0,1,2,1,12,0,11.2,69.7,0
9,5,1,0,3,1,8,1,17.2,41.1,2
12,1,0,0,0,4,12,0,18.2,31.6,0
18,3,0,1,0,1,2,0,11.8,84.4,1
19,6,1,0,0,3,3,1,26.0,50.4,0
8,2,0,1,1,0,7,0,7.2,76.7,0
18,6,1,0,0,4,11,1,21.3,69.4,0
16,5,1,0,3,0,10,1,19.4,32.2,0
9,3,0,1,3,1,7,1,14.5,92.0,2
18,2,0,1,1,3,2,1,13.4,87.6,1
18,6,1,0,4,0,4,1,14.6,39.2,0
19,5,1,0,2,1,8,0,11.0,46.5,1
17,2,0,1,1,2,5,0,16.4,77.5,2
7,1,0,1,2,1,9,0,17.5,47.3,0
17,1,0,1,2,1,6,0,16.0,95.1,0
9,4,0,1,1,0,5,0,6.9,89.8,0
12,5,1,0,1,4,11,0,22.3,36.0,2
9,6,1,0,0,3,6,1,13.0,37.2,1
15,3,0,0,4,0,10,0,16.9,22.8,1
15,5,1,0,3,1,6,1,11.7,44.6,0
6,0,0,0,2,1,4,0,6.3,74.3,0
8,3,0,1,0,1,6,0,5,79.9,1
15,0,0,0,4,4,1,0,5,52.6,0
17,1,0,1,3,1,6,1,12.5,82.9,0
18,4,0,1,0,1,5,0,7.1,89.9,1
11,4,0,0,2,1,1,0,12.9,37.5,1
9,3,0,1,3,1,8,1,12.0,66.6,1
17,0,0,1,1,2,8,0,19.3,83.3,0
6,2,0,0,2,1,9,0,18.5,44.9,2
19,5,1,0,4,2,15,1,36.7,40.3,0
15,1,0,0,4,0,13,0,20.1,10.9,0
11,1,0,0,3,1,6,0,10.3,62.2,0
8,3,0,1,1,2,2,0,9.5,87.8,0
17,3,0,1,0,1,5,0,8.3,77.6,0
18,3,0,1,1,0,8,0,13.3,83.1,1
17,3,0,1,0,1,8,0,6.8,73.4,1
8,0,0,1,0,1,5,0,7.0,46.3,2
9,0,0,1,2,1,3,0,14.7,78.0,1
17,6,1,0,1,0,9,0,3,51.4,2
14,5,1,0,1,3,5,1,8.2,48.7,0
19,6,1,0,3,2,10,1,23.8,64.3,0
8,3,0,0,0,4,10,0,19.8,36.3,1
9,5,1,0,4,4,1,0,5,30.6,0
8,1,0,1,2,1,7,0,13.0,65.5,2
18,3,0,1,2,1,6,0,11.2,79.0,1
18,2,0,1,1,0,4,0,9.5,89.5,2
9,0,0,1,3,1,7,1,16.9,73.9,2
12,1,0,0,3,1,8,0,3.9,79.9,1
17,3,0,1,3,1,7,1,9.2,85.0,0
18,2,0,1,0,1,2,0,5,72.3,0
10,1,0,0,0,1,8,0,9.0,53.3,0
7,2,0,1,0,1,7,0,12.8,84.0,0
18,1,0,1,0,1,8,0,14.9,75.6,2
14,5,1,0,3,0,5,1,21.3,25.0,0
8,1,0,1,1,3,8,1,12.1,91.2,0
8,1,0,1,1,0,6,0,5,74.9,1
7,2,0,1,3,1,3,1,7.2,73.5,2
10,5,1,0,4,3,12,1,26.7,47.3,1
8,0,0,0,1,4,5,0,11.5,38.6,1
13,6,1,0,2,1,10,0,9.3,59.2,0
11,6,1,0,4,2,20,1,28.1,34.7,0
19,4,0,1,1,2,9,0,14.5,93.8,0
18,1,0,1,2,1,7,0,11.2,92.5,1
8,1,0,1,2,1,4,0,11.9,71.4,0
10,0,0,0,4,4,1,0,5,30.5,0
9,2,0,1,3,1,4,1,14.9,86.8,0
7,0,0,1,3,1,2,1,22.5,93.7,1
8,1,0,1,2,1,8,0,13.3,66.9,1
18,1,0,1,3,1,2,1,9.8,76.9,0
15,5,1,0,1,2,7,0,13.2,64.9,0
19,1,0,1,1,0,6,0,10.3,100,0
19,2,0,1,2,1,7,0,12.6,74.0,0
12,2,0,0,3,1,1,0,3.7,39.0,0
15,0,0,0,4,0,10,0,16.0,39.5,0
7,3,0,1,2,1,8,0,12.1,100,0
12,3,0,0,4,1,11,0,14.8,48.2,1
17,0,0,1,1,0,5,0,6.6,86.3,0
7,4,0,1,0,1,5,0,10.0,46.6,0
8,3,0,1,1,2,6,0,6.3,80.3,1
10,6,1,0,4,4,1,0,8.4,25.8,0
8,0,0,0,0,4,14,0,19.0,36.1,0
16,4,0,0,1,4,7,0,22.1,16.9,1
11,5,1,0,2,0,14,0,16.8,26.1,1
9,0,0,1,2,1,8,0,5,69.7,2
13,1,0,0,4,4,5,0,5,41.2,0
14,3,0,0,4,0,11,0,15.0,45.6,0
19,4,0,1,2,1,7,0,17.0,76.2,0
18,0,0,1,1,2,9,0,17.8,83.0,0
16,2,0,0,4,4,1,0,5,32.5,0
6,3,0,0,0,1,7,0,6.6,63.5,0
17,0,0,1,3,1,3,1,5.0,90.1,0
17,4,0,1,1,2,6,0,16.2,77.9,0
12,5,1,0,2,3,11,1,15.8,76.0,0
9,1,0,0,4,1,8,0,11.1,31.6,2
9,5,1,0,1,0,7,0,13.3,32.3,0
19,4,0,1,1,3,4,1,12.8,87.9,0
7,4,0,1,0,1,5,0,10.2,31.1,1
8,2,0,1,2,1,8,0,16.1,100,1
17,4,0,1,2,1,8,0,13.3,87.2,0
18,5,1,0,0,4,11,1,16.7,59.6,0
18,4,0,1,3,1,2,1,11.4,68.6,0
9,4,0,0,4,4,2,0,5,40.3,0
18,4,0,1,2,1,3,0,14.6,75.9,0
15,5,1,0,2,3,11,1,21.9,65.9,2
9,6,1,0,4,3,13,1,25.8,47.7,0
11,6,1,0,1,3,3,1,5.7,44.0,2
16,6,1,0,0,2,13,0,14.7,33.7,2
8,0,0,1,3,1,3,1,12.3,73.0,0
14,3,0,0,4,1,6,0,13.0,32.8,1
12,3,0,0,2,1,8,0,11.6,57.7,0
8,1,0,1,0,1,7,0,9.3,72.4,1
11,0,0,0,0,1,7,0,14.3,53.8,0
11,1,0,0,0,4,14,0,27.1,45.8,0
17,1,0,1,1,2,5,0,12.9,80.9,0
7,3,0,1,1,0,6,0,5,81.3,2
15,6,1,0,4,0,11,1,31.7,57.3,2
7,1,0,1,0,1,4,0,5.4,45.7,1
7,2,0,1,2,1,7,0,8.8,68.7,2
17,6,1,0,1,0,11,0,4.7,51.0,0
10,3,0,0,2,1,10,0,16.3,62.7,0
18,1,0,1,2,1,9,0,17.3,83.2,0
7,3,0,1,0,1,1,0,8.9,64.3,1
11,6,1,0,3,0,6,1,17.0,60.2,0
8,3,0,1,3,1,7,1,6.6,86.0,1
19,5,1,0,4,2,18,1,40.4,21.1,1
18,2,0,1,3,1,7,1,10.4,72.2,2
12,6,1,0,4,0,11,0,15.0,43.1,1
7,1,0,1,2,1,6,0,15.7,55.8,1
17,0,0,1,1,0,2,0,11.3,74.9,1
19,0,0,1,1,3,5,1,17.7,83.4,0
18,6,1,0,0,2,12,0,25.4,24.5,0
12,4,0,0,0,4,14,0,13.8,38.2,0
8,0,0,1,3,1,3,0,8.3,71.1,0
7,4,0,1,3,1,4,0,6.0,66.6,0
10,5,1,0,3,1,3,1,7.6,55.6,2
18,5,1,0,1,0,4,0,15.1,63.1,1
16,1,0,0,4,0,10,0,8.8,34.5,1
8,3,0,1,1,2,5,0,20.2,76.7,0
10,5,1,0,1,4,12,1,23.6,50.1,0
18,1,0,1,3,1,5,1,5,89.5,2
12,1,0,0,3,1,5,0,8.6,46.1,0
11,3,0,0,0,1,9,0,7.7,37.3,0
6,0,0,0,0,1,7,0,11.0,53.8,0
11,1,0,0,4,4,1,0,5,16.2,0
11,4,0,0,4,4,1,0,5,39.5,1
11,1,0,0,0,1,10,0,8.7,64.9,2
17,5,1,0,2,3,9,1,17.4,30.7,0
18,3,0,1,1,2,5,0,16.2,84.4,0
15,3,0,0,4,4,1,0,5,31.8,1
18,0,0,1,2,1,5,0,11.6,75.5,1
17,1,0,1,1,3,5,1,13.4,99.5,0
15,6,1,0,0,1,5,0,6.2,41.9,0
11,5,1,0,0,3,4,1,18.1,56.8,2
7,4,0,1,1,3,4,1,6.7,97.9,0
19,6,1,0,3,0,7,1,13.7,25.0,0
12,3,0,0,2,1,7,0,12.9,63.5,2
18,0,0,1,1,2,5,0,15.2,97.2,0
17,6,1,0,2,4,19,1,30.7,43.2,0
18,6,1,0,2,1,8,0,10.3,46.2,2
7,3,0,1,1,3,5,1,11.8,83.5,1
18,0,0,1,0,1,3,0,12.1,79.4,0
17,6,1,0,0,2,11,0,23.1,55.6,1
8,0,0,1,3,1,4,1,7.3,74.2,0
16,6,1,0,2,3,9,1,17.1,73.1,2
11,0,0,0,0,1,3,0,10.5,82.8,0
9,5,1,0,1,0,4,0,9.6,55.8,1
8,6,1,0,0,4,9,0,25.2,26.2,2
19,5,1,0,0,1,4,0,12.9,47.9,0
11,5,1,0,1,3,2,1,9.6,40.4,0
10,3,0,0,0,1,4,0,13.4,59.0,0
8,3,0,1,0,1,6,0,6.3,95.5,1
16,5,1,0,2,0,16,0,15.0,40.0,0
6,3,0,0,0,1,5,0,5.9,34.9,1
17,4,0,1,0,1,4,0,15.4,80.5,1
19,6,1,0,2,0,16,0,21.2,69.7,0
6,1,0,0,3,1,6,0,9.9,77.8,1
12,6,1,0,0,4,17,1,20.9,29.1,0
10,2,0,0,4,4,1,0,5,31.3,0
9,5,1,0,3,2,11,1,20.5,45.7,0
8,1,0,1,0,1,5,0,5,81.4,0
18,0,0,1,3,1,4,1,8.5,79.6,0
11,5,1,0,3,4,9,1,30.0,32.4,1
9,1,0,1,0,1,10,0,12.2,79.5,1
9,6,1,0,2,3,10,1,14.0,63.5,0
12,5,1,0,1,4,10,0,14.5,44.8,1
12,0,0,0,4,4,1,0,5,18.6,0
12,0,0,0,2,1,7,0,17.5,58.7,0
11,0,0,0,2,1,6,0,12.3,58.7,0
12,5,1,0,2,3,7,1,12.8,10,1
18,1,0,1,1,2,5,0,10.8,75.9,0
17,3,0,1,3,1,5,1,12.1,75.3,1
18,3,0,1,2,1,7,0,5.4,81.7,0
8,0,0,1,2,1,5,0,13.6,88.7,0
7,1,0,1,0,1,5,0,8.4,75.4,0
11,5,1,0,1,4,9,1,15.6,46.0,2
10,4,0,0,0,1,9,0,8.8,47.4,0
15,6,1,0,3,0,9,1,15.2,48.2,0
10,2,0,0,2,1,7,0,12.7,77.2,0
12,6,1,0,4,4,1,0,5,38.8,0
8,2,0,1,0,1,4,0,7.9,63.2,1
7,3,0,1,0,1,3,0,11.1,73.2,0
11,3,0,0,4,4,1,0,5,43.5,0
6,2,0,0,3,1,7,0,9.1,53.2,0
14,2,0,0,4,4,1,0,5,39.0,2
8,1,0,1,2,1,8,0,15.8,79.7,2
7,0,0,1,2,1,9,0,13.8,52.9,0
17,4,0,1,3,1,2,1,11.0,86.1,2
7,4,0,1,3,1,5,1,10.5,77.3,1
14,6,1,0,0,3,6,1,19.9,42.2,0
9,5,1,0,2,3,6,1,29.2,39.5,0
17,6,1,0,0,4,10,1,26.8,58.1,1
17,6,1,0,2,0,17,0,20.5,49.2,2
6,2,0,0,2,1,10,0,9.4,69.4,0
7,1,0,1,0,1,4,0,3.4,85.8,0
8,3,0,1,1,2,7,0,12.9,88.3,2
10,6,1,0,3,2,15,1,19.3,19.3,0
17,3,0,1,1,3,4,1,11.8,71.8,1
10,5,1,0,0,3,8,1,15.3,49.9,1
8,4,0,0,4,1,7,0,23.1,17.7,1
7,1,0,1,1,0,7,0,6.1,92.6,0
18,3,0,1,0,1,3,0,7.9,70.1,0
18,5,1,0,2,4,13,1,27.7,46.1,0
8,0,0,1,1,3,2,1,10.4,76.4,0
15,5,1,0,3,4,10,1,31.4,31.3,0
9,6,1,0,2,0,15,0,28.6,46.9,0
8,0,0,1,3,1,2,0,9.0,65.3,0
18,1,0,1,2,1,7,0,13.0,84.3,1
7,2,0,1,2,1,10,0,6.9,83.7,0
17,0,0,1,3,1,2,1,5,86.1,2
7,1,0,1,1,0,4,0,12.2,92.1,1
15,6,1,0,4,1,8,0,14.2,63.9,0
7,3,0,1,2,1,8,0,7.5,63.0,1
11,5,1,0,3,2,15,1,18.8,42.4,2
11,0,0,0,3,1,5,0,5.2,49.7,0
8,1,0,1,3,1,4,1,11.4,84.8,0
17,2,0,1,1,3,3,1,5.6,93.5,2
8,3,0,1,0,1,7,0,13.9,64.4,0
11,3,0,0,3,1,5,0,9.4,63.9,0
8,5,1,0,0,4,12,0,13.2,56.1,2
19,3,0,1,2,1,8,0,13.3,89.3,2
6,1,0,0,3,1,8,0,6.8,66.9,0
13,5,1,0,3,1,3,1,12.6,45.4,0
17,2,0,1,1,3,2,1,15.7,73.1,1
12,6,1,0,4,1,10,1,26.7,47.3,0
9,1,0,1,2,1,5,0,10.5,77.0,2
12,1,0,0,0,1,5,0,11.7,52.6,0
8,4,0,1,1,0,7,0,8.6,75.3,0
19,2,0,1,1,3,3,1,13.2,89.1,0
15,5,1,0,1,4,10,0,10.1,16.3,0
11,6,1,0,3,1,8,1,14.4,39.3,0
18,0,0,1,2,1,8,0,22.2,84.0,1
17,5,1,0,2,3,7,1,22.7,66.1,1
16,6,1,0,0,4,9,0,19.1,36.9,1
17,4,0,1,0,1,7,0,5,99.7,0
17,0,0,1,0,1,2,0,10.7,87.2,1
7,2,0,1,1,3,7,1,11.8,91.5,0
9,5,1,0,4,4,1,0,5,30.4,0
19,5,1,0,2,3,11,1,14.7,51.6,0
7,0,0,1,1,3,4,1,5,95.9,1
10,5,1,0,1,3,2,1,19.9,36.1,2
19,5,1,0,2,3,14,1,24.9,38.2,0
14,1,0,0,4,0,12,0,21.1,45.3,1
10,6,1,0,4,3,10,1,28.0,20.7,0
17,6,1,0,1,2,10,0,11.2,45.2,2
17,4,0,1,1,0,4,0,15.2,87.1,1
8,3,0,1,1,0,5,0,11.9,80.0,1
9,5,1,0,2,0,19,0,21.8,47.0,0
19,6,1,0,0,4,14,1,15.5,16.9,0
18,1,0,1,1,2,12,0,18.8,92.0,0
18,4,0,1,3,1,2,1,6.5,76.0,0
12,3,0,0,0,1,6,0,4.9,77.6,0
17,4,0,1,0,1,6,0,7.6,73.1,1
10,4,0,0,0,1,5,0,9.2,59.4,1
8,3,0,1,1,2,8,0,15.1,88.5,0
8,1,0,1,0,1,2,0,6.4,66.4,0
16,5,1,0,0,1,4,0,9.6,60.5,0
13,6,1,0,0,4,7,1,26.1,56.2,1
18,0,0,1,1,2,3,0,11.6,80.0,2
7,1,0,1,0,1,7,0,5.4,76.4,1
10,4,0,0,0,1,5,0,7.1,74.4,2
